319.61,593.94,1605,9.1394,-8.3332,9.4829,-7.8437,5.8255,-10.709,9.9279,-7.2546,8.0513,-6.6945,6.0431,-8.9251,12.519,0.33621,4.1377,4.135e-06
318.26,599.76,1596.1,9.6421,-8.7719,11.326,-7.958,7.3496,-6.7931,11.066,-8.4687,8.4809,-9.2573,9.2635,-8.5985,14.783,0.64701,7.6584,5.1709e-06
319.01,642.21,1479,7.1169,-9.9525,10.982,-11.235,6.9473,-12.043,9.2989,-8.1866,7.6824,-7.0878,11.744,-10.954,10.596,0.77907,8.9046,2.3923e-06
322.11,669.07,1497.2,10.736,-13.017,7.62,-11.914,6.6581,-11.212,8.732,-8.7177,9.5543,-9.2652,6.298,-7.9658,8.9196,0.47132,6.8761,2.5951e-06
314.78,570.04,1474.3,8.5968,-11.526,11.282,-8.898,7.1571,-7.668,11.063,-11.587,9.0347,-8.7706,8.7679,-7.9823,8.7186,0.64922,7.2675,4.5159e-05
347.47,593.86,1490.4,5.5462,-14.4,8.9893,-10.868,3.7886,-11.162,14.339,-12.782,10.281,-8.8991,8.4407,-8.5197,8.448,0.38623,6.1168,0.00012126
290.47,701.78,1619.8,7.4549,-8.5259,9.42,-6.9877,4.1751,-7.4465,9.996,-9.3006,6.3427,-9.2167,8.4264,-7.1691,16.43,0.98332,6.253,8.6157e-06
272.93,578.28,1654.1,7.4061,-9.1353,10.9,-8.1909,3.6826,-7.7238,6.5786,-7.2099,7.1036,-5.3095,5.8918,-7.2451,8.0758,0.77353,4.4281,1.6612e-06
299.36,624.11,1557.1,10.078,-9.3125,9.2045,-10.154,8.2026,-10.178,9.7562,-9.3529,8.8406,-8.397,7.3322,-10.506,13.077,0.75835,8.3316,5.0532e-07
311.96,648.07,1608.4,8.3045,-14.342,10.529,-10.265,8.301,-11.081,7.5213,-6.9042,10.886,-9.5689,7.1525,-13.496,13.54,0.72639,9.1947,1.7644e-06
307.31,617.2,1558.2,10.636,-10.071,10.091,-7.6551,6.9354,-7.1641,8.163,-9.9954,9.652,-6.6719,10.374,-10.508,11.019,1.0648,9.6303,2.6831e-05
