249.7,558.86,1569.2,8.9695,-7.6275,12.267,-7.6343,8.2621,-7.6824,8.5258,-7.101,7.4739,-7.2545,7.6531,-7.3072,15.713,0.9606,11.479,7.7024e-05
277.23,669.6,1677.3,9.3677,-9.821,10.326,-6.7947,7.9258,-9.7471,8.0819,-7.684,7.1046,-8.0105,8.0453,-8.2474,15.57,0.39729,3.8337,5.6598e-06
242.21,597.96,1617.9,9.0966,-9.9158,9.1791,-8.7546,8.7386,-7.5092,7.1149,-13.787,7.2058,-7.6751,8.7533,-7.8142,12.029,0.43364,3.0702,3.2213e-05
249.99,575.06,1661.3,7.4525,-10.752,11.464,-7.4476,8.9651,-5.2739,9.7252,-8.8505,8.7582,-7.6969,6.8363,-9.4086,16.526,0.49335,5.5001,2.1696e-05
234.24,550.95,1572,8.8428,-10.126,9.6418,-7.1208,7.3228,-6.669,9.9105,-10.852,7.5598,-9.9597,6.7147,-6.7448,9.8986,0.3718,4.1188,2.0285e-05
312.78,710.22,1592.4,7.3615,-8.0438,10.118,-11.171,7.1423,-10.283,9.0977,-7.8799,7.9836,-8.1988,10.25,-8.5717,17.762,0.56287,7.8093,2.0825e-05
218.15,599.47,1590.6,8.2712,-12.681,10.549,-9.4839,6.4914,-6.6931,9.2318,-10.702,9.9113,-8.768,6.2667,-9.8955,5.6982,0.28341,6.4093,1.69e-06
265.6,931.34,1804,7.5484,-6.0749,6.287,-6.269,5.4537,-4.8324,6.8754,-6.0201,7.7606,-7.1746,6.2218,-8.8886,24.081,0.59395,5.6323,2.0138e-06
327.89,765.29,1685.1,8.2144,-9.5672,5.1435,-8.6863,6.0548,-8.0845,11.238,-7.7541,6.5357,-6.8382,5.7734,-7.6197,23.939,0.97821,5.9728,5.1431e-06
269.4,704.78,1762,5.1029,-9.969,11.244,-6.4244,8.2927,-6.731,10.097,-8.335,9.862,-6.8944,7.1293,-6.9302,15.835,0.17455,1.7031,5.631e-06
259.11,673.63,1544,9.3942,-10.075,11.562,-7.3479,6.7303,-11.667,9.0323,-7.4446,8.9752,-7.2123,9.6254,-6.8173,16.421,1.1894,42.425,0
238.72,584.85,1493.8,9.2699,-9.8757,10.995,-9.7318,7.7718,-14.844,11.507,-11.687,7.9443,-10.007,8.6239,-11.607,6.1971,0.19602,3.7035,4.8887e-06
220.75,582.51,1827.7,8.3579,-6.4851,15.103,-3.0623,6.5466,-4.8504,7.6409,-9.1129,13.283,-8.9277,5.4658,-5.4715,6.4775,0.18524,1.7208,2.2257e-06
229.3,509.93,1575.6,9.6877,-8.0867,12.703,-6.3381,5.3811,-10.216,7.1797,-12.743,9.1439,-6.0233,5.6652,-8.8055,7.4103,0.62605,5.9385,7.4883e-07
237.69,615.5,1509.8,10.306,-10.372,13.347,-7.4242,6.7051,-13.83,11.474,-8.1008,11.338,-8.2129,9.352,-13.703,6.7222,0.27425,6.3788,9.2175e-09
347.16,707.45,1563.2,6.8419,-12.116,6.019,-12.98,4.6382,-8.5414,10.887,-15.234,10.377,-8.2282,7.808,-7.2724,14.757,0.84301,6.9068,0
340.49,664.63,1601.6,7.6758,-8.0174,9.4398,-10.183,5.222,-10.229,8.3789,-7.3743,7.6005,-11.491,8.9498,-6.2202,12.091,0.80232,9.8899,1.9972e-05
331.39,635.15,1409.7,7.7183,-11.634,8.1087,-12.82,9.4907,-8.3374,11.897,-9.2676,10.015,-6.8659,9.5672,-8.4836,8.4242,0.79453,8.3967,2.6491e-05
335.4,588.48,1476.9,8.5894,-8.9636,9.5526,-8.2908,5.661,-10.562,10.164,-10.853,11.68,-8.43,6.8782,-7.4998,14.101,0.49396,5.505,6.5451e-06
376.59,710.72,1566,5.8564,-4.4102,4.9086,-7.0808,5.5129,-10.087,6.3027,-7.0954,5.7795,-6.6796,6.4436,-7.4003,25.465,0.58369,2.6487,2.923e-05
284.78,655.52,1402.1,10.329,-11.556,8.2864,-9.4075,7.1754,-10.112,9.7778,-11.338,9.078,-7.3022,6.4458,-9.2508,10.158,0.39044,2.9591,1.1105e-05
336.74,634.23,1434.1,7.0848,-11.298,8.4203,-11.708,5.2018,-10.808,11.002,-9.473,11.437,-10.434,7.9807,-10.461,10.792,0.3959,3.9472,8.4964e-06
319.9,641.41,1551.9,7.8807,-9.4575,9.6104,-7.1401,7.8836,-12.681,12.297,-10.27,9.4342,-7.7651,7.1393,-7.9357,10.9,0.3676,2.9216,6.5593e-05
307.79,495.55,1382.8,10.719,-9.2444,9.4263,-9.8276,4.7225,-9.0241,8.3177,-8.1674,11.294,-9.5349,5.1329,-6.1282,8.6821,0.38535,4.2805,1.5838e-05
317.14,659.73,1646.5,8.969,-10.492,9.5293,-9.5998,5.6906,-9.5603,8.1495,-9.0225,9.0649,-7.5943,9.7855,-8.6773,18.892,1.5394,8.4815,6.7854e-06
312.45,798.02,1623.9,7.2459,-8.8546,7.7012,-6.6461,3.0519,-8.3744,7.7884,-10.333,6.3362,-9.0477,6.6958,-10.395,22.671,1.3613,8.3801,1.8411e-06
284.24,777.44,1668.3,6.6642,-8.3583,7.6015,-7.3306,4.1897,-7.2484,9.7399,-6.4166,7.1789,-8.1581,5.8931,-7.6937,17.07,0.64242,5.4587,7.9941e-07
297.66,595.64,1512.9,10.266,-10.962,11.709,-8.7333,6.9945,-11.768,9.2841,-8.2115,7.8332,-8.8052,7.5113,-8.9077,11.444,0.35704,4.0845,5.4082e-06
300.94,640.84,1740.4,7.5897,-6.9134,8.0463,-6.7531,6.0343,-6.7379,11.087,-6.6634,9.0484,-5.4351,8.4374,-7.027,18.851,0.53838,5.9718,4.0618e-06
368.05,681.06,1672.6,7.9631,-9.3839,5.7521,-6.8554,5.1294,-11.491,11.581,-8.18,7.1171,-6.8843,8.3661,-9.2695,12.949,0.66693,8.2654,1.4649e-06
303.74,736.49,1595.2,7.1853,-10.631,9.2292,-9.1725,7.9248,-13.892,11.11,-8.986,14.373,-7.3637,10.21,-7.1399,10.889,0.37528,6.7726,3.7979e-06
267.18,620.71,1684.3,7.2813,-9.1531,11.656,-8.1198,7.665,-7.8661,10.451,-10.14,8.3584,-7.2266,8.9276,-8.249,7.6302,0.35757,5.4008,1.5102e-06
239.86,689.12,1582.7,6.2896,-10.827,12.741,-7.8275,5.7048,-8.4222,8.3654,-12.498,7.2781,-8.3387,7.622,-6.1754,13.871,0.41463,2.5976,2.3435e-06
260.16,572.55,1595.7,7.8883,-7.5717,9.852,-9.1119,8.4708,-7.5068,10.505,-7.0103,7.7371,-8.352,7.3502,-11.507,15.038,0.58207,3.1039,3.6081e-05
