251.85,536.89,1621.3,9.6906,-5.5101,12.016,-2.6641,2.4797,-7.9476,10.508,-7.9667,8.5097,-6.9595,8.692,-6.459,10.2,0.2553,1.5191,8.3012e-05
213.57,502.55,1535.5,5.2881,-4.5521,9.9495,-1.688,4.5621,-8.5285,5.1856,-4.3753,9.6074,-5.7258,6.5157,-5.914,2.0192,0.22054,1.2687,5.1273e-05
243.09,647.11,1627.2,7.4583,-6.4655,12.978,-4.8411,7.3118,-13.523,7.2005,-6.2707,8.342,-12.282,10.316,-8.4341,6.7635,0.30946,6.0247,0
250.65,674.18,1489.3,5.6061,-6.0542,7.5402,-3.8352,2.9271,-9.5088,7.3796,-6.3941,6.8314,-7.9788,6.5099,-5.9638,2.2833,0.17564,1.2386,0.00010743
210.66,622.98,1514,8.6521,-9.1809,12.968,-8.3034,8.1067,-10.216,8.3719,-9.5092,10.728,-7.7727,7.3014,-7.9921,10.613,0.45952,8.7928,3.4337e-05
218.25,634.62,1601.4,7.8691,-9.3788,12.021,-6.0088,5.6726,-9.5904,8.5536,-9.1514,6.6723,-9.5738,9.2345,-10.804,7.3571,0.21692,2.9154,9.0255e-06
195.06,568.71,1522.6,13.31,-8.6822,8.8028,-6.154,3.0356,-11.943,9.4002,-10.791,7.0654,-6.6229,7.4835,-8.5816,9.4086,0.16766,1.8472,3.2291e-05
198,564.05,1490.1,10.282,-9.1779,11.75,-5.9437,6.4738,-7.0612,7.607,-7.7784,8.4832,-7.8051,8.154,-10.323,6.2177,0.18259,3.3346,5.7688e-05
268.57,798.08,1632.9,9.3702,-7.4387,6.4168,-4.1382,6.3515,-7.8652,10.857,-12.785,5.0011,-5.8318,8.0485,-10.4,13.512,0.44577,2.1835,3.1837e-05
217.96,564.33,1691.6,9.968,-7.2125,12.173,-5.3984,6.0696,-9.3965,10.196,-8.3752,7.9506,-6.7674,9.9277,-6.0486,12.225,0.50621,8.3972,0.0001124
197.88,664.82,1456.9,10.365,-7.9926,10.601,-8.1481,4.4081,-11.86,9.4391,-11.105,9.2607,-9.0964,8.9813,-6.8247,9,0.26379,3.5502,8.6112e-06
173.44,460.27,1512.6,8.7694,-7.9849,12.691,-4.3637,8.0616,-13.672,9.2554,-8.5755,7.4493,-7.3009,8.907,-9.2037,3.2742,0.14029,1.8,1.4049e-05
182.1,520.48,1625.1,10.701,-8.4155,14.69,-1.7494,6.2199,-6.9537,9.314,-10.574,7.0732,-10.064,7.7998,-7.2676,7.7405,0.60305,6.6172,1.9669e-05
197.09,481.54,1595.1,11.653,-8.0804,13.16,-3.6721,8.5538,-11.683,10.083,-8.2527,7.9972,-12.304,13.043,-9.0484,5.6927,0.22202,3.777,5.7194e-05
218.18,632.44,1605.4,6.0217,-8.2153,13.212,-6.6854,5.0972,-6.5666,8.2153,-7.0894,9.8503,-9.384,6.0903,-6.3601,8.4104,0.28065,2.8396,9.1153e-06
221.86,553.45,1603.1,11.832,-7.6278,12.089,-7.3284,5.3377,-9.0571,10.101,-9.077,9.6634,-8.3231,8.3533,-6.985,11.428,0.62471,5.8223,1.6736e-05
220.68,637.59,1634.8,7.5901,-9.5895,13.053,-6.4711,5.5995,-7.5074,11.363,-8.9883,9.5615,-7.6275,7.5073,-8.5301,11.799,0.32824,3.1595,6.2475e-06
208.81,595.95,1497.1,8.4343,-9.313,14.403,-5.99,4.1514,-13.209,8.3404,-8.3434,10.856,-7.187,7.9201,-7.3007,8.9565,0.31291,3.4887,1.7656e-06
258.01,486.53,1445,9.1096,-1.8062,9.5889,-2.465,4.6056,-4.6466,6.5035,-7.7522,4.5211,-6.3677,5.8312,-5.3245,4.7609,0.36365,1.2266,7.003e-05
250.84,661.39,1624.3,9.5295,-8.6512,8.4958,-6.7417,5.7897,-7.2496,7.4414,-12.271,5.6749,-5.47,6.5632,-9.1327,17.075,0.88232,9.2426,6.8439e-05
278.91,737.85,1695.2,7.2659,-3.3869,10.482,-4.8063,4.2657,-6.222,5.9534,-8.0907,6.3604,-8.5667,7.2983,-8.1823,17.937,2.5937,78.788,0.00017494
284.82,468.22,1540,11.665,-3.8666,9.8582,-2.3865,8.0033,-4.7184,4.9952,-7.2263,5.1578,-5.8167,4.2393,-6.4016,13.057,0.83226,11.261,0.00028635
276.54,564.74,1676,8.8541,-4.4205,11.793,-8.6522,5.6068,-5.1137,6.5503,-7.5364,8.345,-8.3077,6.4124,-9.0275,20.299,0.85085,7.1035,7.5227e-05
275.97,642.5,1525.8,10.649,-7.5572,9.0047,-8.472,6.2549,-6.0613,7.8309,-9.3676,8.372,-7.5407,5.5619,-6.0775,15.714,0.45136,3.1233,9.8782e-05
240.98,532.91,1416.9,10.938,-6.3359,9.8918,-8.0461,6.6903,-7.5771,10.438,-7.1224,7.3853,-6.8563,7.5587,-8.4195,7.4982,0.30646,4.5553,0.00012391
252.23,474.69,1551.5,6.0346,-3.1573,10.41,-4.3418,4.2121,-8.0035,4.467,-5.6454,6.7167,-6.42,7.517,-6.4483,9.7606,0.29085,1.4004,0.0033828
227.96,474.25,1503.8,10.662,-5.7403,12.25,-7.0253,7.081,-8.1536,6.0965,-8.9867,7.0494,-6.8657,8.1332,-6.5771,8.2802,0.29114,2.615,7.348e-05
245.54,568.33,1465.8,8.7171,-3.0439,9.8439,-5.8368,4.4855,-7.0856,5.5424,-7.6117,6.7442,-10.798,5.9639,-7.7029,2.0702,0.17888,1.0745,2.1973e-05
243.02,647,1568.3,12.656,-5.4105,5.6303,-10.744,6.1698,-6.0512,8.709,-8.579,7.4729,-8.1573,6.663,-7.4226,10.545,0.41593,5.4265,8.136e-05
272.49,707.36,1643.7,8.5118,-4.1444,7.4683,-7.4768,5.1602,-7.0713,6.1452,-11.023,9.2938,-6.4751,4.4867,-7.5582,23.063,0.97062,8.6772,0.00011489
270.64,661.99,1695.6,13.821,-4.1684,10.46,-7.1888,6.9525,-9.0392,7.5193,-5.8401,7.1873,-7.818,6.4309,-8.0689,13.497,0.81837,16.444,5.2683e-06
268.58,641.84,1685.8,9.1367,-5.7086,9.8101,-6.5759,5.3021,-6.8883,8.1728,-7.0396,8.8693,-8.7424,9.6305,-6.4511,23.774,1.4642,18.93,6.4573e-05
249.07,633.53,1420.9,12.022,-6.4725,8.9244,-11.416,8.1403,-12.574,7.9921,-7.1854,10.203,-8.3702,7.2755,-6.1474,9.5577,0.42571,2.3218,2.1874e-05
213.86,488.52,1627.8,12.347,-5.8997,13.342,-6.7622,9.308,-8.5771,9.618,-8.7138,8.8454,-7.5681,7.9341,-7.7672,6.8833,0.25057,2.2342,9.1988e-05
155.6,458.92,1531.3,4.7537,-6.6342,14.209,-3.0398,4.7213,-4.4244,8.2602,-7.2408,8.0044,-6.3612,4.3042,-5.7141,5.383,0.35342,2.8639,5.1503e-05
225.42,609.07,1611.1,9.3141,-8.1859,9.3254,-8.2878,5.8775,-8.9193,8.9065,-7.4175,6.7009,-5.9371,5.7618,-9.4462,12.523,0.20259,1.3135,4.2011e-05
199.5,661.13,1606.6,10.932,-11.567,13.685,-7.9954,4.0113,-7.1996,12.7,-9.9317,7.0414,-10.992,6.994,-8.5932,12.014,0.28656,2.1429,2.0136e-05
247.95,750.69,1724.4,6.872,-7.2444,6.7923,-5.4622,5.4768,-6.2236,10.383,-5.6552,8.1412,-8.6362,4.8534,-7.3756,16.638,0.49292,2.8475,1.14e-05
204.01,557.6,1654.8,13.052,-7.6917,14.611,-4.6475,7.3245,-7.9276,12.144,-8.6313,6.9369,-8.6191,9.6354,-8.7162,15.578,0.60055,6.6105,7.9125e-05
238.95,627.82,1538.9,10.537,-6.6711,10.457,-4.6987,5.7351,-10.459,7.4007,-8.5965,12.098,-8.1256,7.8385,-5.5439,11.433,0.28606,2.1467,2.0857e-05
198.97,591.24,1513.6,12.223,-5.4531,11.968,-6.8134,4.5289,-11.325,11.286,-9.3765,7.3113,-7.3171,7.0516,-7.6524,9.2867,0.22789,1.6928,3.0594e-05
221.14,620.19,1797.4,7.2557,-7.9937,15.323,-3.3419,6.1486,-3.8876,8.7067,-8.6593,7.9315,-5.2986,6.8966,-8.8599,12.433,0.30566,1.7307,5.4742e-05
209.7,467.72,1652.9,11.196,-8.6715,14.078,-3.8994,5.2094,-9.8938,8.4102,-9.3229,9.1674,-9.5285,7.4098,-7.5572,7.5619,0.28193,2.1083,7.4737e-05
179.52,447.52,1645.5,8.5565,-8.1297,14.029,-3.9639,5.0695,-9.3809,10.44,-9.2835,8.5339,-9.4622,6.9038,-7.2399,6.3656,0.27812,2.4691,3.8384e-05
265.09,559.7,1678.5,6.6782,-6.4221,14.951,-4.2779,4.2349,-7.9993,7.5708,-8.0852,10.841,-11.378,7.0736,-6.444,8.6471,0.67145,2.9053,4.1238e-05
254.94,620.78,1653.1,8.6945,-8.7944,7.4347,-6.0101,7.2609,-9.0005,9.1057,-7.9737,8.8015,-5.4699,6.8846,-7.8086,15.83,0.6874,4.8813,2.282e-05
238.61,549.83,1662.7,9.7523,-8.4639,13.227,-6.2312,8.9311,-7.4629,10.51,-11.062,8.9711,-8.5037,8.6924,-7.3156,15.723,0.5786,5.5012,0.000253
253.1,596.15,1666.5,8.793,-6.0137,14.285,-4.3268,8.9345,-6.8353,6.3378,-7.9732,5.7979,-8.8324,7.4572,-8.8473,24.356,1.5536,14.103,0.00011947
215.49,598.05,1517.1,10.791,-7.6163,12.047,-6.7798,6.8081,-9.3157,8.5308,-9.9937,9.6402,-9.6734,7.9535,-7.9877,13.727,0.51482,5.1435,0.00096678
